id,trade_date,setup_name,direction,grade,score,ts_et,spot,charm_limit_entry,abs_es_price,lis,target,Column1,max_plus_gex,max_minus_gex,gap_to_lis,paradigm,vix,overvix,greek_alignment,spot_vol_beta,outcome_result,outcome_pnl,outcome_max_profit,outcome_max_loss,outcome_elapsed_min,outcome_first_event,outcome_target_level,outcome_stop_level,bofa_stop_level,bofa_target_level,abs_vol_ratio,vanna_all,vanna_weekly,vanna_monthly,comments
368,03-03-2026,AG Short,short,A-Entry,70,54:10.8,6748.21,,,6768,6695,53.21,6655,6700,19.79,AG-PURE,26.16,,-1,3.74,WIN,7.5,14.49,-3.53,6,target,,6748.21,,,,2829259914,-232741176.9,1066687282,
369,03-03-2026,ES Absorption,bullish,B,43.2,00:05.4,6738.49,,6749.5,6772,6701,37.49,6835,6700,33.51,AG-PURE,26.5,,3,3.57,WIN,8.6,12.5,-0.25,0,target,,6754,,,1.9,2827584808,-228880749.2,1104090352,"Pattern: Sell Exhaustion (T2) | Swings: L@6752.00 → L@6744.75 | CVD z: 6.54 | Price: 2.4x ATR | Rejected: Buy Absorption (T1, score=100.0) | Resolution: tier_priority | 1 bull / 3 bear divs | DD: $-1,737,688,353 | Lookback: swing (90 tracked)"
370,03-03-2026,ES Absorption,bullish,B,43.2,04:43.7,6731.9,,6744.75,6771,6704,27.9,6655,6700,39.1,AG-PURE,26.72,,1,3.77,WIN,8.1,10.25,-6.25,2,10pt,,6747,,,1.5,2835828070,-222086383.8,1117073633,"Pattern: Sell Exhaustion (T2) | Swings: L@6752.00 → L@6744.75 | CVD z: 5.23 | Price: 2.5x ATR | Rejected: Buy Absorption (T1, score=100.0) | Resolution: tier_priority | 1 bull / 3 bear divs | DD: $-1,628,180,357 | Lookback: swing (92 tracked)"
371,03-03-2026,ES Absorption,bearish,B,53.2,05:24.4,6736.88,,6741.5,6771,6704,32.88,6655,6700,34.12,AG-PURE,26.62,,-1,3.77,LOSS,-12,3,-13.5,1,stop,,6753.5,,,1.4,2835828070,-222086383.8,1117073633,"Pattern: Buy Absorption (T1) | Swings: H@6770.75 → H@6762.00 | CVD z: 4.05 | Price: 2.5x ATR | Resolution: single_direction | 0 bull / 2 bear divs | DD: $-1,498,718,332 | Lookback: swing (95 tracked)"
372,03-03-2026,ES Absorption,bullish,C,33.2,09:07.0,6734.89,,6744.75,6774,6707,27.89,6655,6700,39.11,AG-PURE,26.73,,1,3.86,WIN,8.9,13.75,-5.75,3,target,,6750.5,,,2.9,2861138707,-214221769.2,1077274125,"Pattern: Sell Exhaustion (T2) | Swings: L@6748.75 → L@6741.50 | CVD z: 0.51 | Price: 2.1x ATR | Rejected: Buy Absorption (T1, score=80.8) | Resolution: tier_priority | 1 bull / 2 bear divs | DD: $-1,403,438,109 | Lookback: swing (97 tracked)"
373,03-03-2026,ES Absorption,bullish,B,42.4,14:22.3,6741.24,,6753.5,6774,6711,30.24,6655,6700,32.76,AG-PURE,26.37,,1,3.79,LOSS,-12,2.25,-13.75,2,stop,,6738.75,,,1.8,2903494680,-201373030.3,1075115659,"Pattern: Sell Exhaustion (T2) | Swings: L@6739.75 → L@6739.00 | CVD z: 4.51 | Price: 0.2x ATR | Rejected: Buy Exhaustion (T2, score=25.3) | Resolution: score_tiebreak | 1 bull / 1 bear divs | DD: $-1,195,655,073 | Lookback: swing (99 tracked)"
374,03-03-2026,AG Short,short,A,75,16:10.8,6738.53,,,6747,6715,23.53,6835,6700,8.47,AG-PURE,26.43,,-3,3.79,WIN,15.2,25.38,4.08,7,target,,6718.1499,,,,2811856181,-216913593.8,1127080905,
375,03-03-2026,DD Exhaustion,long,A-Entry,41,16:14.5,6738.53,,,,,6738.53,,,,AG-PURE,26.43,,2,3.79,LOSS,-12,-4.08,-12.5,2,stop,,6726.53,,,,2811856181,-216913593.8,1127080905,
376,03-03-2026,ES Absorption,bullish,B,42.1,22:13.0,6717.52,,6742.5,6747,6715,2.52,6835,6700,29.48,AG-PURE,27.79,,3,3.66,WIN,8.4,11.5,-11,11,target,,6733.25,,,1.5,2944673587,-188818619.8,1057645995,"Pattern: Sell Exhaustion (T2) | Swings: L@6739.75 → L@6739.00 | CVD z: 4.86 | Price: 0.3x ATR | Rejected: Zone Buy Absorption (T1, score=100.0) | Resolution: tier_priority | 1 bull / 2 bear divs | DD: $-1,365,289,044 | Lookback: swing (102 tracked)"
377,03-03-2026,Skew Charm,long,A,78,23:11.3,6713.34,,,,6723.34,10,,,,AG-PURE,28.01,,2,4.41,WIN,16.39,125.05,-1.98,20,target,6723.34,6729.73,,,,2971621532,-176169053.1,1048630725,
378,03-03-2026,ES Absorption,bullish,B,41.3,30:02.4,6712.41,,6723.75,6746,6713,0.59,6805,6675,33.59,AG-PURE,28.05,,3,4.87,WIN,8.9,13.75,-2.5,1,target,,6729.5,,,2.8,3081634876,-164842507.5,1003013007,"Pattern: Sell Exhaustion (T2) | Swings: L@6739.75 → L@6739.00 | CVD z: 2.64 | Price: 0.2x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $-140,145,960 | Lookback: swing (104 tracked)"
379,03-03-2026,ES Absorption,bearish,A+,76.7,34:04.4,6723.87,,6729.75,6716,6585,138.87,6630,6700,7.87,AG-PURE,27.32,,-1,5.1,LOSS,-12,0.25,-15.25,3,stop,,6741.75,,,2.4,3095672002,-160138101.4,1003027818,"Pattern: Zone Buy Absorption (T1) | Zone: 6726.25 → bar #486 (5 bars) | CVD: +4,507 → +5,328 (z=2.99) | Resolution: single_direction | 0 bull / 1 bear divs | DD: $-95,180,624 | Lookback: zone-revisit"
380,03-03-2026,ES Absorption,bearish,B,51.9,45:01.9,6725.45,,6746.5,6742,6722,3.45,6835,6700,8.55,AG-PURE,27.26,,-3,4.18,WIN,8.3,11.25,-7.25,5,target,,6733.75,,,1.4,2933307525,-191007125.7,1168726589,"Pattern: Zone Buy Absorption (T1) | Zone: 6740.00 → bar #501 (7 bars) | CVD: +6,597 → +6,997 (z=2.09) | Resolution: single_direction | 0 bull / 1 bear divs | DD: $-699,199,990 | Lookback: zone-revisit"
381,03-03-2026,DD Exhaustion,long,A-Entry,49,46:11.2,6727.39,,,,,6727.39,,,,AG-PURE,27.16,,2,4.18,WIN,25.4,45.84,-9.3,33,target,,6768.23,,,,2926240764,-194629686.5,1160347681,
383,03-03-2026,AG Short,short,A,80,48:42.1,6727.21,,,6730,6592,135.21,6630,6700,2.79,AG-PURE,27.25,,-1,4.35,LOSS,-7.8,9.12,-8.05,11,stop,,6735,,,,3022334915,-176744782.1,1114077226,
382,03-03-2026,ES Absorption,bullish,B,46.4,52:06.5,6720.11,,6736,6730,6592,128.11,6655,6700,15.89,AG-PURE,27.33,,1,4.35,WIN,8.4,11.75,-8.5,11,target,,6738,,,2.4,2998545684,-182168853.8,1144364834,"Pattern: Sell Exhaustion (T2) | Swings: L@6734.75 → L@6732.00 | CVD z: 2.64 | Price: 0.7x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $-972,666,022 | Lookback: swing (118 tracked)"
384,03-03-2026,Skew Charm,long,A,78,53:11.4,6723.38,,,,6733.38,10,,,,AG-PURE,27.27,,2,4.35,WIN,46.17,115.01,-3.56,38,target,6733.38,6769.55,,,,3028811743,-171721095.3,1126818040,
385,03-03-2026,ES Absorption,bullish,B,39,59:14.6,6732.26,,6726.25,6736,6724,8.26,6805,6700,3.26,AG-PURE,26.93,,3,4.51,WIN,9.1,14.5,-4,5,target,,6750.25,,,2.1,3082017570,-160897203.8,1091251836,"Pattern: Sell Exhaustion (T2) | Swings: L@6734.75 → L@6732.00 | CVD z: 3.34 | Price: 0.8x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $-452,316,581 | Lookback: swing (122 tracked)"
386,03-03-2026,ES Absorption,bearish,A+,81.8,00:34.0,6733.28,,6745,6729,6586,147.28,6830,6700,4.28,AG-TARGET,26.9,,-3,4.51,LOSS,-12,5.25,-13.25,4,stop,,6757,,,2.5,3025986850,-169344196.2,1113928501,"Pattern: Zone Buy Absorption (T1) | Zone: 6740.00 → bar #547 (39 bars) | CVD: +7,069 → +9,335 (z=10.42) | Rejected: Sell Absorption (T1, score=62.1) | Resolution: score_tiebreak | 2 bull / 1 bear divs | DD: $147,887,421 | Lookback: zone-revisit"
387,03-03-2026,ES Absorption,bullish,A,68.2,05:46.4,6751,,6745,6729,6586,165,6635,6700,11,AG-TARGET,26.1,,1,4.13,LOSS,-12,1,-12.25,8,stop,,6774.75,,,1.7,2963632928,-187279812.3,1172817056,"Pattern: Sell Absorption (T1) | Swings: L@6726.25 → L@6730.75 | CVD z: 1.73 | Price: 1.3x ATR | Resolution: single_direction | 2 bull / 0 bear divs | DD: $147,887,421 | Lookback: swing (125 tracked)"
388,03-03-2026,ES Absorption,bullish,C,19,08:14.5,6756.31,,6767.75,6721,,6756.31,6805,6750,35.31,BOFA-LIS,25.87,,3,3.61,WIN,8.6,12.25,-3.25,7,target,,6772,,,1.5,2940255874,-196349586.1,1217306407,"Pattern: Sell Absorption (T1) | Swings: L@6726.25 → L@6730.75 | CVD z: 1.13 | Price: 1.3x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $-679,063,605 | Lookback: swing (128 tracked)"
389,03-03-2026,ES Absorption,bearish,C,24.1,17:26.1,6769.75,,6766.75,6721,,6769.75,6860,6800,21.75,BOFA-LIS,25.31,,-3,3.24,WIN,8.2,11,-10.25,26,target,,6783.75,,,1.5,2830451320,-171766355.7,1390096970,"Pattern: Zone Buy Absorption (T1) | Zone: 6765.75 → bar #562 (189 bars) | CVD: +380 → +11,629 (z=42.28) | Rejected: Sell Absorption (T1, score=50.0) | Resolution: score_tiebreak | 1 bull / 1 bear divs | DD: $-749,109,092 | Lookback: zone-revisit"
390,03-03-2026,DD Exhaustion,long,A,61,20:41.0,6768.92,,,,,6768.92,,,,BofA-LIS,25.39,,2,3.02,WIN,16.6,28.18,-7.14,27,target,,6792.1,,,,4286203277,-194131653.7,1459924859,
391,03-03-2026,ES Absorption,bullish,LOG,0,33:00.5,6761.78,,6783.75,6749,,6761.78,6875,6800,15.78,BOFA-LIS,25.62,,3,2.6,WIN,8.3,11.25,-2.75,2,target,,6777.25,,,2.9,4276868945,-211463882.8,1489951290,"Pattern: Sell Absorption (T1) | Swings: L@6726.25 → L@6730.75 | CVD z: 0.75 | Price: 1.4x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $-1,931,065,995 | Lookback: swing (133 tracked)"
392,03-03-2026,Skew Charm,long,A,73,34:10.7,6764.57,,,,6774.57,10,,,,BofA-LIS,25.51,,2,2.6,WIN,4.71,73.82,0,9,target,6774.57,6769.28,,,,4276868945,-211463882.8,1489951290,
393,03-03-2026,ES Absorption,bullish,LOG,0,39:22.4,6773.3,,6786.5,6746,,6773.3,6855,6800,30.3,BOFA-LIS,25.1,,3,2.78,WIN,8.8,13.25,-8,6,target,,6788.5,,,1.5,4295227212,-212239763.5,1486592501,"Pattern: Zone Sell Absorption (T1) | Zone: 6780.75 → bar #596 (9 bars) | CVD: +13,043 → +12,520 (z=1.82) | Rejected: Buy Absorption (T1, score=56.2) | Resolution: score_tiebreak | 1 bull / 2 bear divs | DD: $-1,947,806,701 | Lookback: zone-revisit"
394,03-03-2026,ES Absorption,bullish,LOG,0,45:36.8,6781.93,,6786.75,6743,,6781.93,6875,6800,38.93,BOFA-LIS,24.59,,3,2.66,WIN,9.1,14.5,-0.5,1,target,,6799.75,,,1.9,4281023303,-217040075.6,1498435825,"Pattern: exhaustion_reversal (T2) | Swings: H@6785.75 → H@6788.75 | CVD z: 1.81 | Price: 0.9x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $-984,145,782 | Lookback: swing (141 tracked)"
395,03-03-2026,ES Absorption,bearish,C,33.9,49:16.2,6792.13,,6802.75,6743,,6792.13,6885,6800,52.13,BOFA-LIS,24.12,,-3,2.36,LOSS,-12,8.75,-12,36,stop,,6808,,,2.3,4255053980,-218090536.1,1561247589,"Pattern: Buy Absorption (T1) | Swings: H@6788.75 → H@6785.75 | CVD z: 2.22 | Price: 0.9x ATR | Resolution: single_direction | 0 bull / 3 bear divs | DD: $-2,524,266,000 | Lookback: swing (141 tracked)"
397,03-03-2026,DD Exhaustion,long,A,72,57:40.6,6793.69,,,,,6793.69,,,,BofA-LIS,24.05,,2,1.95,LOSS,-12,0.54,-13.72,14,stop,,6781.69,,,,4185929510,-212574331.5,1645171990,
396,03-03-2026,ES Absorption,bearish,C,28.6,58:56.9,6793.35,,6803.25,6738,,6793.35,6885,6800,57.35,BOFA-LIS,24.11,,-3,1.95,WIN,8.2,10.75,-3,11,target,,6796.75,,,2.3,4185929510,-212574331.5,1645171990,"Pattern: Buy Absorption (T1) | Swings: H@6788.75 → H@6785.75 | CVD z: 1.70 | Price: 0.9x ATR | Resolution: single_direction | 0 bull / 2 bear divs | DD: $-3,424,207,263 | Lookback: swing (144 tracked)"
398,03-03-2026,ES Absorption,bearish,C,29.8,04:15.7,6786.53,,6796.5,6740,,6786.53,6885,6800,46.53,BOFA-LIS,24.52,,-3,2.05,WIN,8.1,10.25,-11.5,31,target,,6794.25,,,1.9,4156199706,-222084066.3,1568111579,"Pattern: Buy Exhaustion (T2) | Swings: H@6785.75 → H@6788.75 | CVD z: 1.35 | Price: 0.9x ATR | Resolution: single_direction | 0 bull / 1 bear divs | DD: $-3,377,584,962 | Lookback: swing (146 tracked)"
400,03-03-2026,Skew Charm,long,A,65,09:11.7,6785.22,,,,6795.22,10,,,,BofA-LIS,24.48,,2,2.22,WIN,5.57,53.17,-8.57,24,target,6795.22,6790.79,,,,4235907807,-208439134.5,1619721907,
399,03-03-2026,ES Absorption,bullish,C,33.2,14:40.3,6781.74,,6792.25,6746,,6781.74,6885,6800,37.74,BOFA-LIS,24.59,,3,2.32,WIN,8.6,12.5,-4.25,8,target,,6798,,,1.8,4275961557,-196426660.7,1579871332,"Pattern: Sell Exhaustion (T2) | Swings: L@6795.25 → L@6791.00 | CVD z: 3.19 | Price: 1.1x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $-3,185,305,871 | Lookback: swing (147 tracked)"
401,03-03-2026,ES Absorption,bullish,C,33.2,30:26.7,6797.43,,6795.75,6750,,6797.43,6880,6800,44.43,BOFA-LIS,23.99,,3,1.93,LOSS,-12,0.5,-13,3,stop,,6791,,,1.6,4185801865,-206446635,1653851609,"Pattern: Sell Exhaustion (T2) | Swings: L@6795.25 → L@6791.00 | CVD z: 4.43 | Price: 1.3x ATR | Resolution: single_direction | 2 bull / 0 bear divs | DD: $-2,900,794,166 | Lookback: swing (149 tracked)"
402,03-03-2026,ES Absorption,bullish,B,41.8,36:35.8,6777.96,,6788.75,6752,,6777.96,6875,6800,25.96,BOFA-LIS,24.69,,3,2.42,WIN,8.7,12.75,-0.25,6,target,,6793.5,,,2.7,4296132638,-180369022.5,1588600548,"Pattern: Sell Exhaustion (T2) | Swings: L@6795.25 → L@6791.00 | CVD z: 3.50 | Price: 1.3x ATR | Rejected: Zone Buy Absorption (T1, score=35.0) | Resolution: tier_priority | 1 bull / 1 bear divs | DD: $-1,216,145,422 | Lookback: swing (152 tracked)"
403,03-03-2026,DD Exhaustion,long,A,65,38:40.7,6782.34,,,,,6782.34,,,,BofA-LIS,24.55,,2,2.42,WIN,12.8,20.53,-1.48,34,target,,6797.8701,,,,4307246366,-172620250.8,1573134107,
404,03-03-2026,Skew Charm,long,A,70,39:11.9,6780.86,,,,6790.86,10,,,,BofA-LIS,24.59,,2,2.42,WIN,8.52,57.53,0,16,target,6790.86,6789.38,,,,4307246366,-172620250.8,1573134107,
405,03-03-2026,ES Absorption,bullish,C,33.2,49:05.0,6794.81,,6802.25,6752,,6794.81,6885,6800,41.81,BOFA-LIS,24.01,,3,1.87,WIN,8.2,10.75,-10,33,target,,6805,,,4.3,4128859457,-214995128.5,1658056883,"Pattern: Sell Exhaustion (T2) | Swings: L@6795.25 → L@6791.00 | CVD z: 2.92 | Price: 1.2x ATR | Resolution: single_direction | 2 bull / 0 bear divs | DD: $-3,005,703,256 | Lookback: swing (155 tracked)"
406,03-03-2026,BofA Scalp,short,A,85,08:42.6,6802.22,,,6801,6792.22,10,,,1.22,BofA-LIS,23.74,,-2,1.81,LOSS,-10.8,9.27,-11.38,13,stop,6792.22,6813,6813,6792.22,,4146455849,-213685713.9,1661201471,
407,03-03-2026,DD Exhaustion,long,A,72,08:43.2,6802.22,,,,,6802.22,,,,BofA-LIS,23.74,,2,1.81,WIN,17.8,30.57,-9.27,34,target,,6827.79,,,,4146455849,-213685713.9,1661201471,
408,03-03-2026,Skew Charm,long,A,65,13:41.1,6797.59,,,,6807.59,10,,,,BofA-LIS,23.93,,2,1.7,WIN,26.87,40.8,-0.52,32,target,6807.59,6824.46,,,,4088764354,-210859923.5,1684412975,
410,03-03-2026,DD Exhaustion,long,A-Entry,50,45:10.6,6825.66,,,,,6825.66,,,,BOFA-PURE,22.86,,2,1.14,LOSS,-12,7.26,-12.54,48,stop,,6813.66,,,,4022432511,-90471251.45,1954480473,
411,03-03-2026,Skew Charm,long,B,60,46:41.2,6822.14,,,,6832.14,10,,,,BOFA-PURE,22.98,,2,1.14,WIN,8.25,16.25,-13.81,67,target,6832.14,6830.39,,,,4022432511,-90471251.45,1954480473,
409,03-03-2026,ES Absorption,bearish,B,53.2,53:55.8,6829.88,,6839.5,6815,,6829.88,6900,6800,4.88,SIDIAL-EXTREME,22.69,,-3,1,WIN,8.5,12,-1.25,15,target,,6833.75,,,1.6,3983813907,-179509669.5,1821709822,"Pattern: Buy Exhaustion (T2) | Swings: H@6812.25 → H@6827.75 | CVD z: 2.25 | Price: 4.6x ATR | Rejected: Sell Absorption (T1, score=84.6) | Resolution: tier_priority | 1 bull / 1 bear divs | DD: $-706,047,843 | Lookback: swing (163 tracked)"
413,03-03-2026,DD Exhaustion,long,A,65,15:11.2,6820.48,,,,,6820.48,,,,BOFA-PURE,22.87,,2,1.24,LOSS,-12,8.72,-12.15,20,stop,,6808.48,,,,4012026239,-211117101.3,1784201215,
414,03-03-2026,Skew Charm,long,C,45,17:10.6,6821.55,,,,6831.55,10,,,,BOFA-PURE,22.86,,2,1.24,WIN,8.84,16.84,-13.22,36,target,6831.55,6830.39,,,,4012026239,-211117101.3,1784201215,
415,03-03-2026,ES Absorption,bullish,C,33.2,45:17.7,6833.46,,6836.75,6765,,6833.46,6905,6800,27.46,BOFA-PURE,22.3,,3,1.08,LOSS,-12,7.5,-12,13,stop,,6830.25,,,2.1,4023145991,-106928299.8,1989271964,"Pattern: Sell Exhaustion (T2) | Swings: L@6820.00 → L@6816.00 | CVD z: 3.50 | Price: 1.2x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $-549,135,333 | Lookback: swing (172 tracked)"
417,03-03-2026,DD Exhaustion,short,A,65,47:10.7,6837.36,,,,,6837.36,,,,BOFA-PURE,22.22,,0,0.63,WIN,12.7,20.4,-1.59,33,target,,6821.96,,,,4051065794,-107823266.3,2009072146,
418,03-03-2026,Skew Charm,short,C,48,49:40.8,6833.88,,,,6823.88,10,,,,BOFA-PURE,22.4,,0,0.63,WIN,6.92,24.26,-2.18,46,target,6823.88,6826.96,,,,4024207437,-34543083.86,2112143842,
416,03-03-2026,ES Absorption,bullish,B,39.2,50:48.1,6833.75,,6848.5,6806,,6833.75,6900,6850,26.75,BOFA-PURE,22.43,,1,0.63,LOSS,-12,2.75,-12.75,5,stop,,6832.75,,,1.5,4024207437,-34543083.86,2112143842,"Pattern: Sell Exhaustion (T2) | Swings: L@6820.00 → L@6816.00 | CVD z: 3.31 | Price: 1.2x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $85,382,083 | Lookback: swing (175 tracked)"
419,03-03-2026,DD Exhaustion,long,A,68,54:11.2,6824.02,,,,,6824.02,,,,BOFA-PURE,22.55,,2,0.7,LOSS,-12,8.88,-14.4,57,stop,,6812.02,,,,3978841846,-69503847.23,2056649493,
420,03-03-2026,Skew Charm,long,C,43,54:41.2,6827.02,,,,6837.02,10,,,,BOFA-PURE,22.49,,2,0.7,EXPIRED,-12.09,5.88,-17.4,,timeout,6837.02,6807.02,,,,3978841846,-69503847.23,2056649493,
421,03-03-2026,ES Absorption,bullish,B,40.9,07:02.6,6823.48,,6832.75,6811,,6823.48,6905,6800,11.48,BOFA-PURE,22.76,,3,0.79,LOSS,-12,7.5,-15.5,46,stop,,6821,,,2.4,4069079643,-128560371.7,1988428864,"Pattern: Sell Exhaustion (T2) | Swings: L@6820.00 → L@6816.00 | CVD z: 2.54 | Price: 1.2x ATR | Rejected: Buy Exhaustion (T2, score=60.2) | Resolution: score_tiebreak | 1 bull / 1 bear divs | DD: $1,340,966,754 | Lookback: swing (178 tracked)"
422,03-03-2026,ES Absorption,bearish,C,30.6,10:50.9,6829.75,,6840,6812,,6829.75,6905,6800,17.75,BOFA-PURE,22.58,,-3,0.9,WIN,8.8,13,-0.5,6,target,,6835,,,1.7,4049064390,-133649315.6,1992728530,"Pattern: Buy Exhaustion (T2) | Swings: H@6844.25 → H@6849.75 | CVD z: 1.11 | Price: 1.7x ATR | Rejected: Sell Exhaustion (T2, score=27.3) | Resolution: score_tiebreak | 1 bull / 1 bear divs | DD: $1,412,884,530 | Lookback: swing (181 tracked)"
423,03-03-2026,ES Absorption,bullish,C,20.5,16:46.4,6823.72,,6829.25,6812,,6823.72,6905,6800,11.72,BOFA-PURE,22.78,,3,0.89,LOSS,-12,8,-14,35,stop,,6817.25,,,1.8,4041960775,-110888623.8,2052931913,"Pattern: Sell Exhaustion (T2) | Swings: L@6832.00 → L@6830.25 | CVD z: 1.15 | Price: 0.5x ATR | Rejected: Zone Buy Absorption (T1, score=100.0) | Resolution: tier_priority | 1 bull / 3 bear divs | DD: $1,702,901,832 | Lookback: swing (182 tracked)"
412,03-03-2026,BofA Scalp,long,A+,95,18:11.3,6816.96,,,6825,6837.77,20.81,,,3.96,BOFA-PURE,23.02,,2,0.98,EXPIRED,-4.9,2.33,-13.96,30,timeout,6837.77,6813,6813,6837.77,,4066806640,-132488541.3,2012901739,
424,03-03-2026,Skew Charm,long,C,38,25:40.8,6818.96,,,,6828.96,10,,,,BOFA-PURE,23.02,,2,1.17,EXPIRED,-4.03,8.73,-9.34,,timeout,6828.96,6798.96,,,,4037002933,-155150514.1,1962725450,
426,03-03-2026,Skew Charm,short,C,45,44:40.8,6819.16,,,,6809.16,10,,,,BOFA-PURE,23.21,,0,1.22,EXPIRED,4.23,9.54,-2.58,,timeout,6809.16,6839.16,,,,4118128417,-148317242,1943793086,
425,03-03-2026,ES Absorption,bearish,B,53.2,47:13.5,6819.03,,6831.5,6812,,6819.03,6905,6800,1.03,BOFA-PURE,23.24,,-1,1.4,WIN,8.2,11,-3.5,5,target,,6823.25,,,2.5,4123708709,-136110411.8,1978764829,"Pattern: Buy Exhaustion (T2) | Swings: H@6833.50 → H@6836.50 | CVD z: 2.57 | Price: 0.9x ATR | Rejected: Sell Exhaustion (T2, score=23.4) | Resolution: score_tiebreak | 1 bull / 3 bear divs | DD: $1,069,343,503 | Lookback: swing (186 tracked)"
427,03-03-2026,ES Absorption,bearish,B,53.2,55:22.8,6816.18,,6815.75,6816,,6816.18,6830,6800,0.18,BOFA-PURE,23.49,,-3,1.4,EXPIRED,0,0,-2.75,1,timeout,,6833.5,,,1.8,4173072686,-133437385.1,1960709597,"Pattern: Buy Exhaustion (T2) | Swings: H@6833.50 → H@6838.50 | CVD z: 6.79 | Price: 1.4x ATR | Rejected: Sell Exhaustion (T2, score=50.7) | Resolution: score_tiebreak | 1 bull / 2 bear divs | DD: $394,121,439 | Lookback: swing (188 tracked)"
428,03-03-2026,ES Absorption,bullish,LOG,0,59:57.5,6814.58,,6825.75,6755,6822,7.42,6905,6815,59.58,GEX-LIS,23.56,,1,1.62,EXPIRED,-2.5,0.25,-3.75,0,timeout,,6813.75,,,5.6,4170215974,-106271458.9,1967609095,"Pattern: exhaustion_reversal (T2) | Swings: H@6833.50 → H@6838.50 | CVD z: 3.28 | Price: 1.4x ATR | Resolution: single_direction | 2 bull / 0 bear divs | DD: $915,910,969 | Lookback: swing (189 tracked)"
429,04-03-2026,GEX Long,long,A,85,30:29.5,6838.59,,,6833,6958,119.41,6900,6800,5.59,GEX-TARGET,22.37,,3,-1.05,LOSS,-8,9.45,-8.44,5,stop,,6830.59,,,,4009593638,-19995539.42,2191432289,
430,04-03-2026,Skew Charm,long,A+,85,45:28.8,6813.38,,,,6823.38,10,,,,SIDIAL-MESSY,23.12,,3,-0.69,WIN,8.1,14.25,-1.74,4,target,,6819.63,,,,4126855383,-25466697.92,2110369407,
431,04-03-2026,DD Exhaustion,long,A-Entry,44,01:58.7,6838.04,,,,,6838.04,,,,SIDIAL-MESSY,22.13,,3,-1.09,LOSS,-12,-1.57,-12.08,1,stop,,6826.04,,,,4225700829,-27429133.64,2174928364,
432,04-03-2026,ES Absorption,bearish,B,39.6,04:27.9,6825.96,,6842.5,6814,,6825.96,6900,6800,11.96,SIDIAL-MESSY,22.58,,-2,,LOSS,-12,0.75,-12.25,3,stop,,6848,,,7.6,4225700829,-27429133.64,2174928364,"Pattern: Buy Absorption (T1) | Swings: H@6840.00 → H@6839.75 | CVD z: 1.73 | Price: 0.1x ATR | Resolution: single_direction | 0 bull / 1 bear divs | DD: $-4,259,478,030 | Lookback: swing (97 tracked)"
433,04-03-2026,ES Absorption,bearish,A,60,11:19.1,6846.29,,6847.75,6796,,6846.29,6900,6800,44.29,SIDIAL-MESSY,21.64,,-2,,LOSS,-12,2.75,-17,8,stop,,6863,,,2.2,4217392640,-49549675.62,2157407564,"Pattern: Buy Absorption (T1) | Swings: H@6849.25 → H@6843.25 | CVD z: 0.96 | Price: 1.7x ATR | Resolution: single_direction | 0 bull / 2 bear divs | DD: $-3,986,666,895 | Lookback: swing (101 tracked)"
435,04-03-2026,Skew Charm,long,A+,93,16:01.1,6847.14,,,,6857.14,10,,,,SIDIAL-MESSY,21.56,,3,-1.67,WIN,16,30.09,2.47,19,target,,6869.23,,,,4040777917,-49997987.96,2329095329,
434,04-03-2026,ES Absorption,bullish,C,24.3,17:44.8,6851.41,,6857.25,6802,,6851.41,6900,6800,49.41,SIDIAL-MESSY,21.27,,2,,LOSS,-12,1,-13.25,4,stop,,6874,,,1.8,4073695257,-61201356.76,2253069832,"Pattern: exhaustion_reversal (T2) | Swings: H@6849.25 → H@6843.25 | CVD z: 0.67 | Price: 1.8x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $-2,006,156,958 | Lookback: swing (101 tracked)"
436,04-03-2026,ES Absorption,bearish,C,24.4,20:52.3,6859,,6866,6792,,6859,6900,6800,67,SIDIAL-MESSY,20.93,,-2,,LOSS,-12,0.5,-14.5,6,stop,,6882.5,,,1.7,4071854205,-44170077.69,2330015437,"Pattern: Buy Absorption (T1) | Swings: H@6849.25 → H@6843.25 | CVD z: 0.52 | Price: 1.8x ATR | Resolution: single_direction | 0 bull / 2 bear divs | DD: $-1,435,577,334 | Lookback: swing (103 tracked)"
437,04-03-2026,DD Exhaustion,short,A-Entry,51,22:59.9,6865.89,,,,,6865.89,,,,SIDIAL-MESSY,20.75,,-1,-2.24,WIN,-1,11.26,-13.47,39,target,,6877.89,,,,4000743882,-13111548.32,2453194204,
438,04-03-2026,Skew Charm,short,A+,93,24:30.0,6865.91,,,,6855.91,10,,,,SIDIAL-MESSY,20.78,,-1,-2.24,WIN,6.6,11.28,-11.32,26,target,,6862.63,,,,4000743882,-13111548.32,2453194204,
