id,ts_et,trade_date,setup_name,direction,grade,paradigm,spot,lis,target,greek_alignment,overvix,vix,vix3m,vix_vix3m_ratio,outcome_result,outcome_pnl,outcome_max_profit,outcome_max_loss,d_has_context,d_apollo_am,d_apollo_pm,d_pro_bias,d_regime_tags,d_named_patterns,d_key_levels,d_bias_alignment,d_bias_score,d_apollo_paradigm_match,d_near_discord_level,d_align_score,d_align_strong,d_aligned,d_pat_backside_short,d_pat_fade_rally_undervix_exhaustion,d_pat_apollo_fade_call,d_pat_volatility_spike_pause_candidate,d_pat_dd_concentration_magnet,d_pat_darkmatter_vanna_walk,d_pat_108_orders_7300,d_pat_wizard_vix_warning,d_pat_jpm_collar_short,d_pat_apollo_iceberg_3k_seller_7430,d_pat_vanna_tower_sequential,d_pat_darkmatter_breadth,d_pat_gex_pure,d_pat_yahya_dealer_setup_long,d_pat_darkmatter_target,d_pat_never_under,d_pat_apollo_weekly_top_call_6650,d_pat_gap_day,d_reg_overvixed,d_reg_holiday_closed,d_reg_watch_vix,d_reg_undervixing,d_reg_overvixing,d_reg_dd_supportive,d_reg_undervixing_extreme,d_reg_rally,d_reg_negative_vanna_both_weeks,d_reg_geopolitical_overnight_gap,d_reg_breadth_divergence_warning,d_reg_gap_up_3pct,d_reg_trump_iran_headline,d_reg_overvixed_choppy,d_reg_vanna_supportive_pm,d_reg_slightly_overvixing,d_reg_ceasefire_pop,d_reg_large_neg_dd,d_reg_selloff,d_reg_vol_elevated,d_reg_flow_divergence_warning,d_reg_negative_vanna_tenors,d_reg_dd_neutral_pm
1484,2026-04-02 10:38:28.831965,2026-04-02,ES Absorption,BULLISH,A+,BOFA-LIS,6599.33,6527.0,,1,-0.21,26.44,24.670000076293945,1.0717470578934816,WIN,10.0,12.5,-0.5,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1486,2026-04-02 10:39:35.271127,2026-04-02,SB Absorption,BULLISH,A,BOFA-PURE,6576.04,6543.0,,0,1.23,26.44,24.670000076293945,1.0717470578934816,WIN,5.0,14.75,-2.75,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1488,2026-04-02 10:42:01.123851,2026-04-02,SB2 Absorption,BULLISH,C,BOFA-PURE,6569.58,,,0,0.03,25.27,25.239999771118164,1.0011885986194091,LOSS,-10.0,14.8,13.5,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1487,2026-04-02 10:44:41.287405,2026-04-02,ES Absorption,BULLISH,A,BOFA-PURE,6579.22,6543.0,,1,0.03,24.93,24.989999771118164,0.9975990487527931,LOSS,-8.0,5.0,-8.75,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1489,2026-04-02 10:45:21.534733,2026-04-02,SB2 Absorption,BEARISH,A,BOFA-PURE,6583.14,,,0,-0.16,24.74,24.989999771118164,0.9899960074666707,WIN,20.0,23.2,4.2,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1490,2026-04-02 10:50:32.280039,2026-04-02,SB2 Absorption,BULLISH,C,BOFA-PURE,6560.25,,,0,-0.02,25.17,25.059999465942383,1.004389486688023,WIN,20.0,22.0,4.5,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1491,2026-04-02 10:53:58.189813,2026-04-02,Skew Charm,SHORT,B,BOFA-PURE,6565.53,,6555.53,-1,0.02,25.18,25.209999084472656,0.9988100323061442,LOSS,-14.0,-3.53,-15.17,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1492,2026-04-02 10:57:42.167365,2026-04-02,ES Absorption,BEARISH,B,BOFA-PURE,6577.48,6532.0,,-1,-0.08,24.94,25.010000228881836,0.9972011104261808,WIN,10.0,13.0,-4.25,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1494,2026-04-02 11:02:00.047433,2026-04-02,DD Exhaustion,SHORT,A+,BOFA-PURE,6567.16,,,-1,0.0,25.2,25.200000762939453,0.9999999697246258,LOSS,-12.0,2.63,-13.38,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1493,2026-04-02 11:02:40.141297,2026-04-02,ES Absorption,BULLISH,A,BOFA-PURE,6566.85,6532.0,,1,-0.14,25.24,25.200000762939453,1.0015872712638711,WIN,10.0,12.75,-1.75,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1495,2026-04-02 11:12:14.578966,2026-04-02,ES Absorption,BEARISH,C,BOFA-PURE,6579.0,6542.0,,-1,0.06,25.1,25.09000015258789,1.0003985590813589,WIN,10.0,10.75,-1.75,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1496,2026-04-02 11:12:43.585583,2026-04-02,SB2 Absorption,BEARISH,B,BOFA-PURE,6580.54,,,0,-0.02,25.06,25.09000015258789,0.9988042984294363,WIN,20.0,22.2,4.2,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1497,2026-04-02 11:16:18.026261,2026-04-02,ES Absorption,BEARISH,B,BOFA-PURE,6577.04,6557.0,,-1,0.01,25.14,25.1299991607666,1.0003979641690164,WIN,10.0,12.5,-3.75,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1498,2026-04-02 11:21:23.995221,2026-04-02,ES Absorption,BULLISH,A,BOFA-PURE,6569.32,6567.0,,1,0.12,25.4,25.139999389648438,1.0103421088569564,WIN,10.0,10.0,-2.25,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1499,2026-04-02 11:25:28.160919,2026-04-02,Skew Charm,SHORT,B,BOFA-PURE,6566.69,,6556.69,-1,0.1,25.38,25.329999923706055,1.001973946957937,LOSS,-14.0,0.7,-14.5,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1500,2026-04-02 11:33:37.342816,2026-04-02,ES Absorption,BEARISH,B,BOFA-PURE,6570.75,6567.0,,-1,0.01,25.29,25.239999771118164,1.001980991653536,WIN,10.0,10.75,-7.5,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1501,2026-04-02 11:35:59.946366,2026-04-02,BofA Scalp,LONG,A-Entry,BOFA-PURE,6574.51,6570.0,6584.51,1,-0.02,25.21,25.290000915527344,0.9968366582589475,LOSS,-16.5,6.68,-17.55,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",aligned,1,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1502,2026-04-02 11:35:59.970411,2026-04-02,DD Exhaustion,SHORT,A+,BOFA-PURE,6574.51,,,-1,-0.02,25.21,25.290000915527344,0.9968366582589475,WIN,15.5,26.0,-6.68,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1503,2026-04-02 11:50:12.238833,2026-04-02,ES Absorption,BEARISH,C,BOFA-PURE,6566.1,6563.0,,-1,0.12,25.52,25.399999618530273,1.0047244245382658,WIN,10.0,12.25,-7.75,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1505,2026-04-02 11:55:59.999213,2026-04-02,Skew Charm,SHORT,C,GEX-LIS,6569.73,,6559.73,-1,0.13,25.54,25.540000915527344,0.9999999641531985,WIN,10.2,15.17,-0.08,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1506,2026-04-02 12:01:06.600304,2026-04-02,ES Absorption,BEARISH,B,GEX-LIS,6563.85,6567.0,6581.0,-1,0.18,25.66,25.459999084472656,1.0078554957863026,WIN,10.0,10.0,-4.25,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1504,2026-04-02 12:02:29.926449,2026-04-02,GEX Long,LONG,A+,GEX-LIS,6568.18,6563.0,6577.0,1,0.21,25.56,25.399999618530273,1.0062992277115232,LOSS,-8.0,6.8,-8.45,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",aligned,1,1,0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1507,2026-04-02 12:07:30.032814,2026-04-02,DD Exhaustion,SHORT,A+,GEX-PURE,6559.8,,,-1,0.19,25.71,25.469999313354492,1.0094228776252723,LOSS,-1.0,11.93,-12.29,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1508,2026-04-02 12:20:32.995748,2026-04-02,ES Absorption,BULLISH,A,GEX-PURE,6548.51,6531.0,6572.0,1,0.27,25.94,25.670000076293945,1.0105181115272142,WIN,10.0,10.25,0.0,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,1,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1509,2026-04-02 12:20:45.746107,2026-04-02,SB2 Absorption,BULLISH,A,GEX-PURE,6548.51,,,0,0.27,25.94,25.670000076293945,1.0105181115272142,WIN,20.0,22.8,3.5,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,1,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1510,2026-04-02 12:23:34.122298,2026-04-02,SB2 Absorption,BEARISH,B,GEX-PURE,6553.9,,,0,0.21,25.8,25.639999389648438,1.0062402735631952,LOSS,-10.0,3.0,13.2,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1511,2026-04-02 12:29:58.181401,2026-04-02,Skew Charm,SHORT,B,GEX-PURE,6552.23,,6542.23,-1,0.26,25.91,25.65999984741211,1.009742796339615,LOSS,-14.0,1.8,-14.72,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,1,1,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1512,2026-04-02 12:29:58.190922,2026-04-02,VIX Divergence,SHORT,A+,GEX-PURE,6552.23,,6452.23,-1,0.26,25.91,25.65999984741211,1.009742796339615,LOSS,-12.0,0.8,12.8,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,1,1,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1513,2026-04-02 12:35:24.424223,2026-04-02,ES Absorption,BULLISH,A,GEX-PURE,6560.73,6536.0,6573.0,1,0.17,25.66,25.479999542236328,1.0070643822997445,LOSS,-8.0,2.5,-9.25,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1514,2026-04-02 12:38:00.034196,2026-04-02,DD Exhaustion,SHORT,A,GEX-PURE,6556.91,,,-1,0.19,25.74,,,LOSS,-12.0,3.92,-12.01,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1515,2026-04-02 12:42:46.363829,2026-04-02,SB2 Absorption,BULLISH,B,GEX-PURE,6562.68,,,0,0.17,25.64,25.479999542236328,1.006279452929285,LOSS,-10.0,5.5,10.8,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1517,2026-04-02 12:59:59.999143,2026-04-02,Skew Charm,SHORT,LOG,GEX-LIS,6560.95,,6550.95,-1,0.08,25.6,25.479999542236328,1.0047095941883655,LOSS,-14.0,9.1,-14.94,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1518,2026-04-02 13:00:28.188792,2026-04-02,VIX Divergence,LONG,A+,GEX-LIS,6560.05,,6660.05,1,0.09,25.63,25.520000457763672,1.004310326812822,WIN,4.3,12.3,6.4,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",aligned,1,1,0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1516,2026-04-02 13:13:39.638360,2026-04-02,ES Absorption,BULLISH,A+,GEX-LIS,6561.55,6535.0,6574.0,1,0.04,25.6,25.559999465942383,1.001564966153889,WIN,10.0,11.0,0.0,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1519,2026-04-02 13:13:59.499428,2026-04-02,DD Exhaustion,SHORT,A,GEX-PURE,6563.38,,,-1,0.03,25.56,25.559999465942383,1.0000000208942734,LOSS,-1.0,11.53,-12.51,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1520,2026-04-02 13:13:59.507779,2026-04-02,Vanna Pivot Bounce,LONG,B,,6563.38,,6573.38,1,0.03,25.56,25.559999465942383,1.0000000208942734,LOSS,-8.0,18.8,-11.5,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",aligned,1,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1521,2026-04-02 13:17:03.636487,2026-04-02,SB2 Absorption,BEARISH,C,GEX-PURE,6570.38,,,0,0.04,25.46,25.469999313354492,0.9996074081812304,LOSS,-10.0,19.5,10.5,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1522,2026-04-02 13:23:46.104227,2026-04-02,ES Absorption,BEARISH,B,GEX-LIS,6572.09,6537.0,6579.0,-1,-0.03,25.32,25.3799991607666,0.9976359667946976,WIN,10.0,11.0,-1.5,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1523,2026-04-02 13:31:29.156433,2026-04-02,Skew Charm,SHORT,LOG,GEX-LIS,6570.27,,6560.27,1,0.0,25.42,25.420000076293945,0.9999999969986647,WIN,13.39,18.39,-11.91,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1524,2026-04-02 13:39:59.502417,2026-04-02,Vanna Pivot Bounce,LONG,B,,6566.45,,6576.45,1,0.03,25.47,25.469999313354492,1.000000026958992,LOSS,-8.0,15.73,-14.57,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",aligned,1,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1525,2026-04-02 13:51:06.666770,2026-04-02,DD Exhaustion,SHORT,A+,GEX-PURE,6554.75,,,-1,0.08,25.68,25.65999984741211,1.0007794291779744,LOSS,-12.0,2.77,-12.63,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1526,2026-04-02 13:52:34.470986,2026-04-02,SB2 Absorption,BEARISH,C,GEX-PURE,6553.87,,,0,0.08,25.7,25.600000381469727,1.0039062350406314,LOSS,-10.0,1.8,12.0,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1527,2026-04-02 13:53:12.861556,2026-04-02,SB2 Absorption,BULLISH,C,GEX-PURE,6551.98,,,0,0.15,25.83,25.600000381469727,1.0089843599649613,WIN,20.0,20.0,1.8,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,1,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1528,2026-04-02 13:55:06.759459,2026-04-02,Vanna Pivot Bounce,LONG,B,,6556.1,,6566.1,1,0.1,25.68,25.579999923706055,1.0039093071380845,WIN,10.0,26.08,-1.68,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",aligned,1,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1530,2026-04-02 14:03:05.013912,2026-04-02,Skew Charm,SHORT,C,GEX-PURE,6559.82,,6549.82,-1,0.03,25.49,25.450000762939453,1.0015716792087013,LOSS,-14.0,1.44,-14.72,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1529,2026-04-02 14:04:53.386632,2026-04-02,ES Absorption,BULLISH,A,GEX-PURE,6559.91,6542.0,6582.0,1,0.11,25.48,25.469999313354492,1.0003926457367538,WIN,10.0,10.0,-5.75,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",no_bias,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1531,2026-04-02 14:10:34.962742,2026-04-02,Vanna Pivot Bounce,LONG,B,,6566.51,,6576.51,1,-0.06,25.25,25.350000381469727,0.9960552118357038,WIN,10.0,15.67,-7.78,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",aligned,1,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1532,2026-04-02 14:21:36.481754,2026-04-02,DD Exhaustion,SHORT,A+,GEX-PURE,6563.52,,,-1,-0.05,25.26,25.329999923706055,0.9972364814876868,LOSS,-12.0,5.14,-12.37,1,GEX,GEX,bearish_to_bullish,"overvixed,large_neg_dd",dd_concentration_magnet,"[6500, 6545, 6545.5, 6500]",opposed,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
